,customer_id,credit_score,tenure,products_number,credit_card,active_member,country,age,gender,balance,churn,estimated_salary
138,15594408,584,2,1,1,0,Spain,48,,213146.2,1,75161.25
139,15640905,579,1,2,0,1,Spain,35,Female,129490.36,1,0.0
140,15698932,756,10,1,1,0,Germany,44,Male,137452.09,0,0.0
141,15724944,663,7,2,1,1,France,34,Male,0.0,0,0.0
142,15628145,682,5,1,1,1,France,43,Female,125851.93,0,0.0
143,15713483,793,2,1,1,0,Spain,52,,0.0,1,0.0
144,15612350,691,5,1,1,0,France,31,Female,40915.55,1,126213.84
145,15800703,485,5,1,1,1,Spain,21,Female,113157.22,0,0.0
146,15705707,635,8,2,1,0,Spain,29,Female,138296.94,0,0.0
147,15754105,650,5,1,0,0,France,37,Male,106967.18,0,24495.03
148,15703264,735,9,1,1,0,France,44,Male,120681.63,0,74836.34
149,15794413,416,0,2,0,1,France,32,Male,0.0,0,0.0
150,15650237,754,7,2,1,0,Spain,32,Female,0.0,0,0.0
151,15759618,535,9,1,1,0,France,48,Female,0.0,1,0.0
152,15811589,716,8,2,1,0,Spain,42,Male,0.0,0,0.0
153,15689044,539,2,1,1,0,France,37,Male,127609.59,0,0.0
154,15709368,614,6,2,1,1,France,43,Female,0.0,0,0.0
155,15679145,706,7,1,1,0,Spain,57,Male,0.0,1,0.0
156,15655007,758,7,2,0,0,France,33,Female,0.0,0,0.0
157,15623595,586,2,2,1,1,Spain,28,Female,0.0,0,0.0
158,15589975,646,6,1,0,1,France,73,Female,97259.25,0,0.0
159,15804017,631,4,1,0,0,Germany,33,Female,123246.7,0,0.0
160,15692132,717,6,1,0,1,Spain,22,Female,101060.25,0,0.0
161,15641122,684,2,2,1,0,France,30,Male,0.0,0,0.0
162,15630910,800,7,1,0,0,France,49,Female,108007.36,0,0.0
163,15680772,721,2,2,1,1,Spain,36,Female,0.0,0,106977.8
164,15658929,683,0,1,1,0,Spain,29,Male,133702.89,1,55582.54
165,15585388,660,9,2,1,1,German,278,Male,125189.75,0,0.0
166,15724623,704,7,1,1,0,German,24,Female,113034.22,1,162503.48
167,15588537,615,9,1,1,0,Spain,41,Female,109013.23,0,0.0
168,15574692,667,2,2,1,0,Spain,39,Female,0.0,1,40721.24
169,15611325,682,9,2,0,0,German,24,Male,57929.81,0,53134.3
170,15587562,484,4,1,1,0,France,288,Female,130114.39,0,0.0
171,15613172,628,5,2,1,0,Germany,27,Male,95826.49,0,0.0
172,15651022,480,10,1,1,0,German,44,Male,129608.57,1,0.0
173,15586310,578,4,1,1,0,France,30,Male,169462.09,0,0.0
174,15625524,512,5,2,1,1,France,40,Male,0.0,0,0.0
175,15755209,484,7,1,1,1,Spain,35,Female,133868.21,0,0.0
176,15645248,510,0,2,1,1,France,30,Female,0.0,0,0.0
177,15790355,606,5,2,0,0,Germany,36,,190479.48,0,179351.89
178,15762615,597,8,1,0,1,Spain,40,Female,101993.12,0,94774.12
179,15625426,754,3,1,1,0,Germany,55,Female,161608.81,1,0.0
180,15716334,850,2,1,1,1,Spain,45,Female,122311.21,0,0.0
181,15789669,510,2,2,1,1,France,65,Male,0.0,0,48071.61
182,15621075,778,1,2,1,0,German,45,Female,162150.42,0,0.0
183,15810845,636,2,2,1,1,France,42,Male,0.0,0,0.0
184,15719377,804,4,1,1,1,France,50,Female,0.0,1,0.0
185,15654506,514,8,2,1,0,France,32,Male,0.0,0,0.0
186,15771977,730,1,1,1,0,France,39,Female,99010.67,0,194945.8
187,15708710,525,0,1,0,1,Spain,37,Female,0.0,0,0.0
188,15726676,616,5,2,0,1,Spain,30,Male,0.0,0,0.0
189,15587421,687,7,2,1,0,Germany,34,Female,111388.18,0,0.0
190,15726931,715,8,2,0,0,France,41,Female,56214.85,1,0.0
191,15771086,512,3,2,1,0,France,36,Female,84327.77,0,0.0
192,15756850,479,1,2,0,0,France,40,Male,0.0,0,0.0
193,15702741,601,8,1,1,0,France,32,Male,93012.89,0,0.0
194,15679200,580,9,2,1,0,Spain,29,Male,61710.44,0,0.0
195,15594815,807,3,1,1,1,France,35,Male,174790.15,0,600.36
196,15635905,616,6,2,1,1,Spain,32,Female,0.0,0,0.0
197,15777892,721,3,1,1,1,Germany,37,Male,107720.64,0,158591.12
198,15656176,501,10,2,1,1,France,57,Male,0.0,0,47847.19
199,15811127,521,6,1,1,0,France,35,,96423.84,0,0.0
200,15604482,850,2,1,1,1,Spain,30,Male,141040.01,0,5978.2
201,15622911,759,4,1,0,1,France,42,Male,105420.18,0,0.0
202,15600974,516,5,1,0,1,Spain,50,Male,0.0,1,0.0
203,15727868,711,2,2,1,1,France,38,Female,129022.06,1,14374.86
204,15627801,512,3,1,1,0,Spain,33,Male,176666.62,1,94670.77
205,15773039,550,3,1,1,1,France,37,Male,0.0,0,0.0
206,15755262,608,3,1,0,0,Spain,41,Female,89763.84,1,199304.74
207,15679531,618,5,1,1,1,France,34,Male,134954.53,0,0.0
208,15684181,643,5,1,1,0,France,45,Male,0.0,1,0.0
209,15612087,671,2,1,0,1,France,45,Male,106376.85,0,0.0
210,15752047,689,2,2,1,0,Germany,33,Male,161814.64,0,0.0
211,15624592,603,8,2,1,1,France,31,Male,0.0,0,169915.02
212,15573152,620,9,2,0,0,France,41,Female,0.0,0,0.0
213,15594917,676,1,1,1,1,France,34,Female,63095.01,0,0.0
214,15785542,572,4,2,0,0,Germany,26,Male,118287.01,0,0.0
215,15723488,668,7,1,0,1,German,47,Male,106854.21,1,0.0
216,15680920,695,7,1,1,0,France,46,Male,49512.55,0,0.0
217,15786308,730,9,2,0,0,Spain,33,Female,0.0,0,0.0
218,15659366,807,1,2,1,0,France,43,,105799.32,1,0.0
219,15774854,592,8,1,1,1,France,54,Male,0.0,1,0.0
220,15725311,726,9,2,1,1,France,31,Female,114722.05,0,0.0
221,15787155,514,7,1,0,1,Spain,30,Male,0.0,0,0.0
222,15727829,567,2,2,1,1,France,42,Male,0.0,0,0.0
223,15733247,850,10,1,1,0,France,33,Male,0.0,1,0.0
224,15568748,671,6,1,1,1,Germany,45,Male,99564.22,1,0.0
225,15699029,670,4,2,1,0,France,37,Male,170557.91,0,0.0
226,15774393,694,9,2,1,1,France,30,,0.0,0,0.0
227,15676895,547,6,3,1,1,Germany,39,Female,74596.15,1,0.0
228,15637753,751,2,1,1,0,German,50,Male,96888.39,1,0.0
229,15605461,594,3,1,1,0,Germany,29,Female,130830.22,0,0.0
230,15808473,673,1,2,0,1,France,72,Male,0.0,0,0.0
231,15627000,610,0,2,1,0,France,40,Male,0.0,0,0.0
232,15787174,512,1,2,0,1,France,37,Female,0.0,0,0.0
233,15723886,767,3,2,0,1,German,20,Male,119714.25,0,150135.38
234,15704769,585,5,2,0,1,France,67,Female,113978.97,0,0.0
235,15772896,763,6,1,1,0,German,42,Male,100160.75,1,0.0
236,15711540,712,2,1,1,1,France,29,Female,0.0,0,0.0
237,15764866,539,3,3,1,0,Germany,43,Female,116220.5,1,0.0
238,15794056,668,2,3,1,0,France,46,Female,0.0,1,89048.46
239,15795149,703,2,2,0,1,France,28,Male,81173.83,0,0.0
240,15812009,662,4,2,1,0,Spain,38,Male,0.0,0,136259.65
241,15651001,725,5,1,1,0,German,39,Female,116803.8,0,0.0
242,15813844,703,8,2,0,1,France,37,Male,105961.68,0,0.0
243,15596175,659,6,1,1,1,Germany,67,Male,117411.6,1,0.0
244,15576269,523,7,2,1,0,Spain,34,Male,0.0,0,0.0
245,15797219,635,10,1,1,0,France,40,Female,123497.58,1,131953.23
246,15685500,772,7,2,1,0,Germany,26,Male,152400.51,0,0.0
247,15599792,545,1,2,1,1,France,26,Female,0.0,0,0.0
248,15657566,634,8,1,1,1,Germany,24,Male,103097.85,0,157577.29
249,15772423,739,8,1,1,0,Germany,54,Male,126418.14,1,0.0
250,15628112,771,5,1,0,0,Germany,36,Female,77846.9,0,0.0
251,15753754,587,1,2,1,1,Spain,34,Female,0.0,0,0.0
252,15793726,681,0,2,0,1,France,79,Female,0.0,0,0.0
253,15694717,544,2,1,1,1,Germany,37,,79731.91,0,0.0
254,15665834,696,8,1,0,0,Spain,28,Male,0.0,0,0.0
255,15765297,766,0,2,0,1,Spain,41,Male,0.0,0,34283.23
256,15636684,727,10,2,1,1,France,34,Male,0.0,0,0.0
257,15592979,671,6,2,0,0,German,34,Female,37266.67,0,156917.12
258,15750803,693,6,1,1,1,France,30,Female,127992.25,0,0.0
259,15607178,850,3,1,1,1,Germany,38,Male,54901.01,0,140075.55
260,15713853,732,9,2,1,1,Grmany,42,Male,108748.08,0,0.0
261,15673481,726,6,1,1,0,Spain,48,Female,99906.19,0,64323.24
262,15686776,557,6,2,1,0,France,32,Female,-184686.41,0,0.0
263,15673693,682,0,1,0,1,France,26,Female,110654.02,0,0.0
264,15700696,738,9,1,1,1,Spain,31,Male,79019.8,0,0.0
265,15813163,531,9,1,1,0,Spain,36,Female,99240.51,0,0.0
266,15653857,498,2,2,1,1,France,34,,0.0,0,0.0
267,15777076,651,7,2,1,0,France,36,Male,0.0,0,0.0
268,15717398,549,7,1,0,0,Spain,39,Female,0.0,1,81259.25
269,15799217,791,7,1,1,0,German,35,Female,52436.2,0,0.0
270,15787071,650,9,2,0,1,Spain,41,Male,0.0,0,0.0
271,15619955,733,3,3,1,0,German,34,Male,100337.96,1,48559.19
272,15796505,811,1,2,1,1,German,34,Female,149297.19,0,0.0
273,15725166,707,8,2,1,0,France,30,,0.0,0,33159.37
274,15800116,712,4,1,0,1,Germany,28,Male,145605.44,0,0.0
275,15758685,706,7,2,1,1,Spain,37,Female,0.0,0,0.0
276,15694456,756,3,1,1,1,France,62,Male,0.0,1,11199.04
277,15767339,777,10,2,1,0,France,53,Female,0.0,0,189992.97
278,15683562,646,6,1,0,1,France,35,Male,84026.86,0,164255.69
279,15782210,714,1,1,1,0,France,46,Male,0.0,1,0.0
280,15668893,782,8,2,1,1,France,39,Male,0.0,0,0.0
281,15669169,775,10,2,1,1,Spain,254,Male,0.0,0,68143.93
282,15643024,479,4,1,1,1,German,35,Male,138718.92,1,0.0
283,15699389,807,7,1,1,1,France,42,Male,118274.71,0,0.0
284,15708608,799,8,2,0,1,France,22,Female,174185.98,0,192633.85
285,15626144,675,7,2,1,0,France,40,Male,113208.86,0,0.0
286,15573112,602,5,1,1,0,Spain,29,Male,103907.28,0,0.0
287,15790678,475,8,1,1,0,France,32,Female,119023.28,0,0.0
288,15727556,744,5,1,1,1,Spain,26,Female,166297.89,0,181694.44
289,15697307,588,10,2,1,0,Spain,34,Male,0.0,0,79078.91
290,15652266,703,9,1,0,1,Germany,42,Male,63227.0,0,0.0
291,15607098,747,5,2,1,0,Spain,41,Female,94521.17,0,194926.86
292,15655774,583,7,2,1,0,France,27,Male,0.0,0,51285.49
293,15590241,750,9,1,0,0,Spain,34,Female,112822.26,1,0.0
294,15785819,681,3,2,1,1,France,270,Male,0.0,0,0.0
295,15723654,773,2,1,1,0,France,25,Male,135903.33,0,0.0
296,15774510,714,4,1,1,1,France,31,Female,125169.26,0,106636.89
297,15684173,687,7,3,1,0,Spain,44,Female,0.0,1,155853.52
298,15650068,511,0,1,1,1,France,58,Male,149117.31,0,0.0
299,15811490,627,5,2,1,1,France,33,Male,0.0,0,0.0
300,15803976,694,10,2,1,0,France,31,Female,0.0,0,0.0
301,15682541,616,6,1,0,0,Spain,36,Female,132311.71,0,0.0
302,15695699,687,8,2,1,0,France,35,Male,0.0,0,0.0
303,15624188,712,6,2,1,1,France,33,Female,0.0,0,0.0
304,15812191,553,4,1,0,0,France,33,Male,118082.89,0,0.0
305,15636673,667,1,1,1,1,France,31,Male,119266.69,0,0.0
306,15594898,731,2,1,1,1,France,43,Male,0.0,1,0.0
307,15660211,629,7,2,1,0,Germany,35,Male,156847.29,0,0.0
308,15773972,614,4,1,1,0,France,50,Male,137104.47,1,0.0
309,15746726,438,8,1,1,0,Germany,31,Male,78398.69,0,0.0
310,15712287,652,4,2,1,1,France,80,Female,0.0,0,0.0
311,15702919,729,6,1,1,0,German,30,Male,63669.42,0,0.0
312,15674398,642,3,2,0,0,France,38,Male,0.0,0,171463.83
313,15797960,806,0,1,1,0,Germany,59,Female,135296.33,0,0.0
314,15631868,744,2,1,1,1,Spain,36,Male,153804.44,0,87213.33
315,15581539,474,3,2,0,0,Spain,37,Male,0.0,0,0.0
316,15662736,559,2,1,1,0,France,49,Male,147069.78,1,120540.83
317,15666252,706,9,2,1,1,Spain,42,Male,0.0,0,0.0
318,15677512,628,3,1,1,0,Spain,22,Female,0.0,0,0.0
319,15626114,429,4,1,1,0,France,24,Male,95741.75,0,46170.75
320,15810834,525,2,1,1,1,Spain,57,Female,145965.33,0,64448.36
321,15678910,680,8,1,1,1,France,30,Female,141441.75,0,0.0
322,15694408,749,1,1,1,0,France,40,Male,139290.41,1,0.0
323,15585215,763,4,2,0,0,France,31,Female,0.0,0,0.0
324,15682757,734,3,2,1,0,France,30,,-0.0,0,0.0
325,15736601,716,4,1,1,0,France,35,Male,144428.87,0,0.0
326,15601848,594,2,2,1,0,France,35,Male,0.0,0,103480.69
327,15736008,644,9,1,1,0,France,274,Female,95441.27,1,0.0
328,15669064,671,1,1,1,1,German,35,Male,144848.74,0,0.0
329,15624528,664,7,2,1,1,Germany,26,Male,116244.14,0,0.0
330,15598493,656,7,2,0,1,France,50,Male,0.0,0,0.0
331,15601274,667,1,1,1,0,Spain,40,Female,146502.07,1,0.0
332,15702669,663,2,2,0,1,Germany,44,,117028.6,0,0.0
333,15728669,584,8,1,1,0,Germany,30,Female,112013.81,1,0.0
334,15742668,626,6,1,1,0,Spain,37,Female,108269.37,0,0.0
335,15697441,485,7,1,1,0,France,29,Male,182123.79,1,0.0
336,15740476,659,3,2,0,1,Germany,32,Female,150923.74,0,0.0
337,15648064,649,2,2,1,0,France,33,Male,0.0,0,0.0
338,15636624,805,5,1,1,0,Spain,39,Female,165272.13,1,0.0
339,15807923,716,10,1,1,0,Germany,39,Female,115301.31,1,0.0
340,15745844,642,6,2,0,1,Germany,40,Female,129502.49,1,0.0
341,15786170,659,4,1,0,0,France,31,Male,118342.26,0,161574.19
342,15681081,545,5,2,1,1,Spain,47,Female,0.0,0,0.0
343,15684484,543,8,2,0,0,France,22,Male,0.0,0,0.0
344,15785869,718,7,2,1,0,France,25,Female,0.0,0,0.0
345,15763859,840,7,2,1,0,France,43,Female,0.0,0,0.0
346,15658935,630,9,2,1,0,German,34,Female,106937.05,0,0.0
347,15747358,643,3,1,1,1,Germany,59,Male,170331.37,0,32171.79
348,15735203,654,1,1,1,1,German,32,Female,114510.85,0,0.0
349,15576256,582,5,2,1,1,France,39,Male,0.0,0,129892.93
350,15659420,659,3,2,1,1,Spain,32,Male,107594.11,0,0.0
351,15593365,762,2,1,1,1,Spain,39,Male,81273.13,1,0.0
352,15777352,568,7,1,1,0,Spain,32,Female,169399.6,1,0.0
353,15812007,670,6,2,1,1,Spain,25,Male,0.0,0,0.0
354,15625461,613,1,2,1,1,France,45,Female,187841.99,0,0.0
355,15739438,539,0,2,1,0,France,30,Male,0.0,0,0.0
356,15611759,850,8,2,1,1,Spain,57,Female,126776.3,0,0.0
357,15661629,522,9,1,1,0,Spain,34,Male,126436.29,1,0.0
358,15633950,737,1,1,1,1,France,41,Male,101960.74,0,0.0
359,15592386,520,3,2,0,1,France,58,Male,-0.0,0,0.0
360,15803716,706,3,2,0,1,Spain,28,Male,0.0,0,0.0
361,15696674,643,2,1,0,1,Germany,45,Female,150842.93,1,0.0
362,15706365,648,9,1,1,1,France,50,Female,102535.57,0,189543.19
363,15745088,443,9,2,1,0,Grmany,29,Female,99027.61,0,0.0
364,15676715,640,9,2,1,1,France,68,Male,0.0,0,199493.38
365,15613085,628,3,1,1,1,Spain,33,Female,0.0,0,0.0
366,15633537,540,9,2,1,0,Germany,42,Female,87271.41,0,0.0
367,15594720,460,8,2,1,1,Germany,35,Female,102742.91,0,189339.6
368,15684042,636,2,2,0,1,Grmany,34,Male,40105.51,0,53512.16
369,15583303,593,2,1,1,0,France,29,Female,152265.43,0,0.0
370,15611579,801,4,1,1,1,Spain,42,Male,141947.67,0,0.0
371,15774696,640,1,2,0,1,German,75,Female,106307.91,0,0.0
372,15694506,611,0,2,1,1,Germany,31,Male,107884.81,0,0.0
373,15688074,802,1,1,1,1,Germany,31,Male,125013.72,0,0.0
374,15759537,717,7,2,1,1,Grmany,35,Male,58469.37,0,0.0
375,15758449,769,8,1,0,1,France,39,Female,0.0,0,21016.0
376,15583456,745,10,3,1,1,German,45,Male,117231.63,1,0.0
377,15667871,572,4,1,1,0,Spain,35,Male,152390.26,0,128123.66
378,15677371,629,2,1,1,0,Spain,30,Female,34013.63,0,0.0
379,15629677,687,2,3,0,0,Spain,39,Female,0.0,1,0.0
380,15713578,483,9,2,1,1,France,50,Female,0.0,0,0.0
381,15591509,690,7,2,1,0,France,36,Male,101583.11,0,123775.15
382,15568240,492,10,2,0,1,Grmany,30,Female,77168.87,0,146700.22
383,15622993,709,8,2,1,0,German,28,,124695.72,0,0.0
384,15689294,705,3,1,1,0,German,44,Male,105934.96,0,0.0
385,15720910,560,9,1,1,1,France,66,Female,0.0,0,15928.49
386,15721181,611,6,2,1,0,Spain,46,Male,0.0,0,0.0
387,15776433,730,2,2,1,1,Spain,62,Male,0.0,0,186489.95
388,15748936,709,2,2,0,1,Spain,45,Female,0.0,0,0.0
389,15717225,544,10,2,1,0,France,21,Female,161525.96,0,0.0
390,15685226,712,7,1,1,1,Germany,29,,147199.07,0,0.0
391,15785611,752,3,1,1,1,German,38,Male,183102.29,0,0.0
392,15573456,648,9,2,1,0,Spain,46,Male,127209.0,1,0.0
393,15684548,556,8,2,0,0,Spain,38,Male,0.0,1,0.0
394,15620505,594,0,1,1,1,Spain,24,Female,97378.54,0,0.0
395,15807432,645,2,2,0,1,German,37,Female,136925.09,0,0.0
396,15584766,557,3,1,1,1,France,33,Male,54503.55,0,0.0
397,15612187,547,8,1,1,0,Germany,32,Male,155726.85,0,0.0
398,15762218,701,9,2,0,1,France,39,Female,0.0,0,0.0
399,15646372,616,1,1,1,0,France,66,Female,135842.41,1,0.0
