customer_id,credit_score,tenure,products_number,credit_card,active_member,country,age,gender,balance,churn,estimated_salary
15651280,742,5,1,0,0,Germany,35,Male,136857.0,0,0.0
15773469,687,9,2,0,0,Germany,27,Female,152328.88,0,0.0
15702014,555,1,2,0,0,Spain,33,Male,56084.69,0,0.0
15751208,684,8,1,1,1,Spain,56,Male,78707.16,1,99398.36
15592461,603,4,1,1,1,Germany,26,Male,109166.37,0,0.0
15789484,751,6,2,1,1,Germany,36,Female,169831.46,0,0.0
15696061,581,1,1,1,0,Germany,34,Female,101633.04,0,0.0
15641582,735,10,2,1,1,Germany,43,Male,123180.01,0,0.0
15638424,661,5,2,0,1,Germany,35,Female,150725.53,0,0.0
15755648,675,8,1,1,0,France,21,Female,98373.26,0,0.0
15703793,738,2,4,1,0,Germany,58,Male,133745.44,1,0.0
15620344,813,6,1,1,0,France,29,Male,0.0,0,0.0
15812518,657,0,1,0,1,Spain,37,Female,163607.18,0,0.0
15779052,604,5,2,1,1,Germany,25,Female,157780.84,0,0.0
15780961,735,1,2,1,0,France,21,Female,178718.19,0,0.0
15614049,664,8,2,1,1,France,55,Male,0.0,0,0.0
15662085,678,9,1,1,1,France,32,Female,0.0,0,0.0
15575185,757,5,1,0,1,Spain,33,Male,77253.22,0,194239.63
15803136,416,10,2,1,0,Germany,41,Female,122189.66,0,98301.61
15706021,665,1,2,0,0,France,34,Female,96645.54,0,0.0
15663706,777,2,1,1,0,France,32,Female,0.0,1,136458.19
15641732,543,3,2,0,0,France,36,Female,0.0,0,0.0
15701164,506,4,1,1,1,France,34,Female,90307.62,0,0.0
15738751,493,4,2,1,0,France,46,Female,0.0,0,0.0
15805254,652,10,2,1,1,Spain,75,Female,0.0,0,0.0
15762418,750,3,1,1,0,Spain,22,Male,121681.82,1,0.0
15625759,729,9,2,1,0,France,30,Male,-0.0,0,0.0
15622897,646,4,3,1,0,France,46,Female,-0.0,1,0.0
15767954,635,3,2,1,1,Germany,28,Female,81623.67,0,0.0
15757535,647,5,3,1,1,Spain,44,Female,0.0,1,0.0
15731511,808,7,2,1,0,France,45,Male,118626.55,0,0.0
15809248,524,10,2,1,0,France,36,Female,0.0,0,0.0
15676966,730,4,2,0,1,Spain,42,Male,0.0,0,0.0
15699461,515,10,1,0,1,Spain,35,Male,176273.95,0,0.0
15738721,773,9,1,0,1,Spain,41,Male,102827.44,0,64595.25
15693683,814,8,2,1,1,Germany,29,Male,97086.4,0,197276.13
15604348,710,8,2,0,0,Spain,22,Male,0.0,0,0.0
15633059,413,9,2,0,0,France,34,Male,0.0,0,0.0
15808582,665,6,1,1,1,France,40,Female,-0.0,0,0.0
15743192,623,6,2,0,0,France,44,Female,0.0,0,0.0
15580146,738,9,1,1,0,France,31,Male,82674.15,0,0.0
15776605,528,7,2,1,0,Spain,36,Male,0.0,0,0.0
15804919,670,1,1,1,1,Spain,65,Female,0.0,1,0.0
15613854,622,4,2,1,1,Spain,46,Female,107073.27,1,0.0
15599195,582,1,1,1,1,Germany,32,Male,88938.62,0,10054.53
15812878,785,2,1,0,1,Germany,36,Female,99806.85,0,0.0
15602312,605,5,1,0,0,Spain,33,Male,150092.8,0,0.0
15744689,479,9,1,1,0,Germany,35,Male,92833.89,1,0.0
15803526,685,3,1,0,1,Germany,30,Male,90536.81,0,0.0
15665790,538,7,2,1,0,Germany,39,Male,108055.1,0,0.0
15715951,562,2,1,0,0,France,42,Male,100238.35,0,0.0
15591100,675,9,1,0,1,Spain,36,Male,106190.55,0,0.0
15609618,721,9,2,0,1,Germany,28,Male,154475.54,1,0.0
15675522,628,9,2,1,1,Germany,30,Female,132351.29,0,74169.13
15705512,668,6,1,1,0,Germany,37,Female,167864.4,0,0.0
15698028,506,1,2,1,0,France,41,Female,0.0,0,0.0
15661670,524,8,1,1,0,Germany,31,Female,107818.63,1,0.0
15600781,699,4,2,1,0,Germany,34,Male,185173.81,0,120834.48
15682472,828,8,2,0,0,France,34,Male,129433.34,0,38131.77
15580203,674,6,1,0,0,Spain,39,Male,120193.42,0,100130.95
15690673,656,6,2,1,0,France,39,Female,0.0,0,0.0
15760085,684,10,1,1,1,Germany,48,Female,126384.42,0,0.0
15779659,625,3,1,0,0,France,28,Female,0.0,0,0.0
15627360,432,9,1,1,0,France,42,Male,152603.45,1,0.0
15671137,549,1,1,0,1,France,52,Female,0.0,1,0.0
15782688,625,0,1,1,0,Germany,56,Male,148507.24,1,0.0
15575492,828,7,2,1,0,France,41,Female,0.0,0,171378.77
15740404,758,3,2,1,1,France,34,Female,0.0,0,0.0
15718369,795,9,1,1,1,Germany,33,Female,130862.43,0,0.0
15677871,687,9,1,1,1,France,38,Male,122570.87,0,0.0
15642004,686,1,2,0,1,France,25,Male,0.0,0,0.0
15712543,789,7,2,1,1,Germany,39,Male,124828.46,0,0.0
15584518,589,5,2,1,1,Germany,50,Female,144895.05,0,0.0
15802381,461,5,1,0,1,Germany,34,Female,63663.93,0,167784.28
15610156,637,2,1,0,1,France,40,Male,133463.1,0,93165.34
15640905,579,1,2,0,1,Spain,35,Female,129490.36,1,0.0
15698932,756,10,1,1,0,Germany,44,Male,137452.09,0,0.0
15724944,663,7,2,1,1,France,34,Male,0.0,0,0.0
15628145,682,5,1,1,1,France,43,Female,125851.93,0,0.0
15612350,691,5,1,1,0,France,31,Female,40915.55,1,126213.84
15800703,485,5,1,1,1,Spain,21,Female,113157.22,0,0.0
15705707,635,8,2,1,0,Spain,29,Female,138296.94,0,0.0
15754105,650,5,1,0,0,France,37,Male,106967.18,0,24495.03
15703264,735,9,1,1,0,France,44,Male,120681.63,0,74836.34
15794413,416,0,2,0,1,France,32,Male,0.0,0,0.0
15650237,754,7,2,1,0,Spain,32,Female,0.0,0,0.0
15759618,535,9,1,1,0,France,48,Female,0.0,1,0.0
15811589,716,8,2,1,0,Spain,42,Male,0.0,0,0.0
15689044,539,2,1,1,0,France,37,Male,127609.59,0,0.0
15709368,614,6,2,1,1,France,43,Female,0.0,0,0.0
15679145,706,7,1,1,0,Spain,57,Male,0.0,1,0.0
15655007,758,7,2,0,0,France,33,Female,0.0,0,0.0
15623595,586,2,2,1,1,Spain,28,Female,0.0,0,0.0
15589975,646,6,1,0,1,France,73,Female,97259.25,0,0.0
15804017,631,4,1,0,0,Germany,33,Female,123246.7,0,0.0
15692132,717,6,1,0,1,Spain,22,Female,101060.25,0,0.0
15641122,684,2,2,1,0,France,30,Male,0.0,0,0.0
15630910,800,7,1,0,0,France,49,Female,108007.36,0,0.0
15680772,721,2,2,1,1,Spain,36,Female,0.0,0,106977.8
15658929,683,0,1,1,0,Spain,29,Male,133702.89,1,55582.54
15724623,704,7,1,1,0,Germany,24,Female,113034.22,1,162503.48
15588537,615,9,1,1,0,Spain,41,Female,109013.23,0,0.0
15574692,667,2,2,1,0,Spain,39,Female,0.0,1,40721.24
15611325,682,9,2,0,0,Germany,24,Male,57929.81,0,53134.3
15613172,628,5,2,1,0,Germany,27,Male,95826.49,0,0.0
15651022,480,10,1,1,0,Germany,44,Male,129608.57,1,0.0
15586310,578,4,1,1,0,France,30,Male,169462.09,0,0.0
15625524,512,5,2,1,1,France,40,Male,0.0,0,0.0
15755209,484,7,1,1,1,Spain,35,Female,133868.21,0,0.0
15645248,510,0,2,1,1,France,30,Female,0.0,0,0.0
15762615,597,8,1,0,1,Spain,40,Female,101993.12,0,94774.12
15625426,754,3,1,1,0,Germany,55,Female,161608.81,1,0.0
15716334,850,2,1,1,1,Spain,45,Female,122311.21,0,0.0
15789669,510,2,2,1,1,France,65,Male,0.0,0,48071.61
15621075,778,1,2,1,0,Germany,45,Female,162150.42,0,0.0
15810845,636,2,2,1,1,France,42,Male,0.0,0,0.0
15719377,804,4,1,1,1,France,50,Female,0.0,1,0.0
15654506,514,8,2,1,0,France,32,Male,0.0,0,0.0
15771977,730,1,1,1,0,France,39,Female,99010.67,0,194945.8
15708710,525,0,1,0,1,Spain,37,Female,0.0,0,0.0
15726676,616,5,2,0,1,Spain,30,Male,0.0,0,0.0
15587421,687,7,2,1,0,Germany,34,Female,111388.18,0,0.0
15726931,715,8,2,0,0,France,41,Female,56214.85,1,0.0
15771086,512,3,2,1,0,France,36,Female,84327.77,0,0.0
15756850,479,1,2,0,0,France,40,Male,0.0,0,0.0
15702741,601,8,1,1,0,France,32,Male,93012.89,0,0.0
15679200,580,9,2,1,0,Spain,29,Male,61710.44,0,0.0
15594815,807,3,1,1,1,France,35,Male,174790.15,0,600.36
15635905,616,6,2,1,1,Spain,32,Female,0.0,0,0.0
15777892,721,3,1,1,1,Germany,37,Male,107720.64,0,158591.12
15656176,501,10,2,1,1,France,57,Male,0.0,0,47847.19
15604482,850,2,1,1,1,Spain,30,Male,141040.01,0,5978.2
15622911,759,4,1,0,1,France,42,Male,105420.18,0,0.0
15600974,516,5,1,0,1,Spain,50,Male,0.0,1,0.0
15727868,711,2,2,1,1,France,38,Female,129022.06,1,14374.86
15627801,512,3,1,1,0,Spain,33,Male,176666.62,1,94670.77
15773039,550,3,1,1,1,France,37,Male,0.0,0,0.0
15755262,608,3,1,0,0,Spain,41,Female,89763.84,1,199304.74
15679531,618,5,1,1,1,France,34,Male,134954.53,0,0.0
15684181,643,5,1,1,0,France,45,Male,0.0,1,0.0
15612087,671,2,1,0,1,France,45,Male,106376.85,0,0.0
15752047,689,2,2,1,0,Germany,33,Male,161814.64,0,0.0
15624592,603,8,2,1,1,France,31,Male,0.0,0,169915.02
15573152,620,9,2,0,0,France,41,Female,0.0,0,0.0
15594917,676,1,1,1,1,France,34,Female,63095.01,0,0.0
15785542,572,4,2,0,0,Germany,26,Male,118287.01,0,0.0
15723488,668,7,1,0,1,Germany,47,Male,106854.21,1,0.0
15680920,695,7,1,1,0,France,46,Male,49512.55,0,0.0
15786308,730,9,2,0,0,Spain,33,Female,0.0,0,0.0
15774854,592,8,1,1,1,France,54,Male,0.0,1,0.0
15725311,726,9,2,1,1,France,31,Female,114722.05,0,0.0
15787155,514,7,1,0,1,Spain,30,Male,0.0,0,0.0
15727829,567,2,2,1,1,France,42,Male,0.0,0,0.0
15733247,850,10,1,1,0,France,33,Male,0.0,1,0.0
15568748,671,6,1,1,1,Germany,45,Male,99564.22,1,0.0
15699029,670,4,2,1,0,France,37,Male,170557.91,0,0.0
15676895,547,6,3,1,1,Germany,39,Female,74596.15,1,0.0
15637753,751,2,1,1,0,Germany,50,Male,96888.39,1,0.0
15605461,594,3,1,1,0,Germany,29,Female,130830.22,0,0.0
15808473,673,1,2,0,1,France,72,Male,0.0,0,0.0
15627000,610,0,2,1,0,France,40,Male,0.0,0,0.0
15787174,512,1,2,0,1,France,37,Female,0.0,0,0.0
15723886,767,3,2,0,1,Germany,20,Male,119714.25,0,150135.38
15704769,585,5,2,0,1,France,67,Female,113978.97,0,0.0
15772896,763,6,1,1,0,Germany,42,Male,100160.75,1,0.0
15711540,712,2,1,1,1,France,29,Female,0.0,0,0.0
15764866,539,3,3,1,0,Germany,43,Female,116220.5,1,0.0
15794056,668,2,3,1,0,France,46,Female,0.0,1,89048.46
15795149,703,2,2,0,1,France,28,Male,81173.83,0,0.0
15812009,662,4,2,1,0,Spain,38,Male,0.0,0,136259.65
15651001,725,5,1,1,0,Germany,39,Female,116803.8,0,0.0
15813844,703,8,2,0,1,France,37,Male,105961.68,0,0.0
15596175,659,6,1,1,1,Germany,67,Male,117411.6,1,0.0
15576269,523,7,2,1,0,Spain,34,Male,0.0,0,0.0
15797219,635,10,1,1,0,France,40,Female,123497.58,1,131953.23
15685500,772,7,2,1,0,Germany,26,Male,152400.51,0,0.0
15599792,545,1,2,1,1,France,26,Female,0.0,0,0.0
15657566,634,8,1,1,1,Germany,24,Male,103097.85,0,157577.29
15772423,739,8,1,1,0,Germany,54,Male,126418.14,1,0.0
15628112,771,5,1,0,0,Germany,36,Female,77846.9,0,0.0
15753754,587,1,2,1,1,Spain,34,Female,0.0,0,0.0
15793726,681,0,2,0,1,France,79,Female,0.0,0,0.0
15665834,696,8,1,0,0,Spain,28,Male,0.0,0,0.0
15765297,766,0,2,0,1,Spain,41,Male,0.0,0,34283.23
15636684,727,10,2,1,1,France,34,Male,0.0,0,0.0
15592979,671,6,2,0,0,Germany,34,Female,37266.67,0,156917.12
15750803,693,6,1,1,1,France,30,Female,127992.25,0,0.0
15607178,850,3,1,1,1,Germany,38,Male,54901.01,0,140075.55
15713853,732,9,2,1,1,Germany,42,Male,108748.08,0,0.0
15673481,726,6,1,1,0,Spain,48,Female,99906.19,0,64323.24
15686776,557,6,2,1,0,France,32,Female,-184686.41,0,0.0
15673693,682,0,1,0,1,France,26,Female,110654.02,0,0.0
15700696,738,9,1,1,1,Spain,31,Male,79019.8,0,0.0
15813163,531,9,1,1,0,Spain,36,Female,99240.51,0,0.0
15777076,651,7,2,1,0,France,36,Male,0.0,0,0.0
15717398,549,7,1,0,0,Spain,39,Female,0.0,1,81259.25
15799217,791,7,1,1,0,Germany,35,Female,52436.2,0,0.0
15787071,650,9,2,0,1,Spain,41,Male,0.0,0,0.0
15619955,733,3,3,1,0,Germany,34,Male,100337.96,1,48559.19
15796505,811,1,2,1,1,Germany,34,Female,149297.19,0,0.0
15800116,712,4,1,0,1,Germany,28,Male,145605.44,0,0.0
15758685,706,7,2,1,1,Spain,37,Female,0.0,0,0.0
15694456,756,3,1,1,1,France,62,Male,0.0,1,11199.04
15767339,777,10,2,1,0,France,53,Female,0.0,0,189992.97
15683562,646,6,1,0,1,France,35,Male,84026.86,0,164255.69
15782210,714,1,1,1,0,France,46,Male,0.0,1,0.0
15668893,782,8,2,1,1,France,39,Male,0.0,0,0.0
15643024,479,4,1,1,1,Germany,35,Male,138718.92,1,0.0
15699389,807,7,1,1,1,France,42,Male,118274.71,0,0.0
15708608,799,8,2,0,1,France,22,Female,174185.98,0,192633.85
15626144,675,7,2,1,0,France,40,Male,113208.86,0,0.0
15573112,602,5,1,1,0,Spain,29,Male,103907.28,0,0.0
15790678,475,8,1,1,0,France,32,Female,119023.28,0,0.0
15727556,744,5,1,1,1,Spain,26,Female,166297.89,0,181694.44
15697307,588,10,2,1,0,Spain,34,Male,0.0,0,79078.91
15652266,703,9,1,0,1,Germany,42,Male,63227.0,0,0.0
15607098,747,5,2,1,0,Spain,41,Female,94521.17,0,194926.86
15655774,583,7,2,1,0,France,27,Male,0.0,0,51285.49
15590241,750,9,1,0,0,Spain,34,Female,112822.26,1,0.0
15723654,773,2,1,1,0,France,25,Male,135903.33,0,0.0
15774510,714,4,1,1,1,France,31,Female,125169.26,0,106636.89
15684173,687,7,3,1,0,Spain,44,Female,0.0,1,155853.52
15650068,511,0,1,1,1,France,58,Male,149117.31,0,0.0
15811490,627,5,2,1,1,France,33,Male,0.0,0,0.0
15803976,694,10,2,1,0,France,31,Female,0.0,0,0.0
15682541,616,6,1,0,0,Spain,36,Female,132311.71,0,0.0
15695699,687,8,2,1,0,France,35,Male,0.0,0,0.0
15624188,712,6,2,1,1,France,33,Female,0.0,0,0.0
15812191,553,4,1,0,0,France,33,Male,118082.89,0,0.0
15636673,667,1,1,1,1,France,31,Male,119266.69,0,0.0
15594898,731,2,1,1,1,France,43,Male,0.0,1,0.0
15660211,629,7,2,1,0,Germany,35,Male,156847.29,0,0.0
15773972,614,4,1,1,0,France,50,Male,137104.47,1,0.0
15746726,438,8,1,1,0,Germany,31,Male,78398.69,0,0.0
15712287,652,4,2,1,1,France,80,Female,0.0,0,0.0
15702919,729,6,1,1,0,Germany,30,Male,63669.42,0,0.0
15674398,642,3,2,0,0,France,38,Male,0.0,0,171463.83
15797960,806,0,1,1,0,Germany,59,Female,135296.33,0,0.0
15631868,744,2,1,1,1,Spain,36,Male,153804.44,0,87213.33
15581539,474,3,2,0,0,Spain,37,Male,0.0,0,0.0
15662736,559,2,1,1,0,France,49,Male,147069.78,1,120540.83
15666252,706,9,2,1,1,Spain,42,Male,0.0,0,0.0
15677512,628,3,1,1,0,Spain,22,Female,0.0,0,0.0
15626114,429,4,1,1,0,France,24,Male,95741.75,0,46170.75
15810834,525,2,1,1,1,Spain,57,Female,145965.33,0,64448.36
15678910,680,8,1,1,1,France,30,Female,141441.75,0,0.0
15694408,749,1,1,1,0,France,40,Male,139290.41,1,0.0
15585215,763,4,2,0,0,France,31,Female,0.0,0,0.0
15736601,716,4,1,1,0,France,35,Male,144428.87,0,0.0
15601848,594,2,2,1,0,France,35,Male,0.0,0,103480.69
15669064,671,1,1,1,1,Germany,35,Male,144848.74,0,0.0
15624528,664,7,2,1,1,Germany,26,Male,116244.14,0,0.0
15598493,656,7,2,0,1,France,50,Male,0.0,0,0.0
15601274,667,1,1,1,0,Spain,40,Female,146502.07,1,0.0
15728669,584,8,1,1,0,Germany,30,Female,112013.81,1,0.0
15742668,626,6,1,1,0,Spain,37,Female,108269.37,0,0.0
15697441,485,7,1,1,0,France,29,Male,182123.79,1,0.0
15740476,659,3,2,0,1,Germany,32,Female,150923.74,0,0.0
15648064,649,2,2,1,0,France,33,Male,0.0,0,0.0
15636624,805,5,1,1,0,Spain,39,Female,165272.13,1,0.0
15807923,716,10,1,1,0,Germany,39,Female,115301.31,1,0.0
15745844,642,6,2,0,1,Germany,40,Female,129502.49,1,0.0
15786170,659,4,1,0,0,France,31,Male,118342.26,0,161574.19
15681081,545,5,2,1,1,Spain,47,Female,0.0,0,0.0
15684484,543,8,2,0,0,France,22,Male,0.0,0,0.0
15785869,718,7,2,1,0,France,25,Female,0.0,0,0.0
15763859,840,7,2,1,0,France,43,Female,0.0,0,0.0
15658935,630,9,2,1,0,Germany,34,Female,106937.05,0,0.0
15747358,643,3,1,1,1,Germany,59,Male,170331.37,0,32171.79
15735203,654,1,1,1,1,Germany,32,Female,114510.85,0,0.0
15576256,582,5,2,1,1,France,39,Male,0.0,0,129892.93
15659420,659,3,2,1,1,Spain,32,Male,107594.11,0,0.0
15593365,762,2,1,1,1,Spain,39,Male,81273.13,1,0.0
15777352,568,7,1,1,0,Spain,32,Female,169399.6,1,0.0
15812007,670,6,2,1,1,Spain,25,Male,0.0,0,0.0
15625461,613,1,2,1,1,France,45,Female,187841.99,0,0.0
15739438,539,0,2,1,0,France,30,Male,0.0,0,0.0
15611759,850,8,2,1,1,Spain,57,Female,126776.3,0,0.0
15661629,522,9,1,1,0,Spain,34,Male,126436.29,1,0.0
15633950,737,1,1,1,1,France,41,Male,101960.74,0,0.0
15592386,520,3,2,0,1,France,58,Male,-0.0,0,0.0
15803716,706,3,2,0,1,Spain,28,Male,0.0,0,0.0
15696674,643,2,1,0,1,Germany,45,Female,150842.93,1,0.0
15706365,648,9,1,1,1,France,50,Female,102535.57,0,189543.19
15745088,443,9,2,1,0,Germany,29,Female,99027.61,0,0.0
15676715,640,9,2,1,1,France,68,Male,0.0,0,199493.38
15613085,628,3,1,1,1,Spain,33,Female,0.0,0,0.0
15633537,540,9,2,1,0,Germany,42,Female,87271.41,0,0.0
15594720,460,8,2,1,1,Germany,35,Female,102742.91,0,189339.6
15684042,636,2,2,0,1,Germany,34,Male,40105.51,0,53512.16
15583303,593,2,1,1,0,France,29,Female,152265.43,0,0.0
15611579,801,4,1,1,1,Spain,42,Male,141947.67,0,0.0
15774696,640,1,2,0,1,Germany,75,Female,106307.91,0,0.0
15694506,611,0,2,1,1,Germany,31,Male,107884.81,0,0.0
15688074,802,1,1,1,1,Germany,31,Male,125013.72,0,0.0
15759537,717,7,2,1,1,Germany,35,Male,58469.37,0,0.0
15758449,769,8,1,0,1,France,39,Female,0.0,0,21016.0
15583456,745,10,3,1,1,Germany,45,Male,117231.63,1,0.0
15667871,572,4,1,1,0,Spain,35,Male,152390.26,0,128123.66
15677371,629,2,1,1,0,Spain,30,Female,34013.63,0,0.0
15629677,687,2,3,0,0,Spain,39,Female,0.0,1,0.0
15713578,483,9,2,1,1,France,50,Female,0.0,0,0.0
15591509,690,7,2,1,0,France,36,Male,101583.11,0,123775.15
15568240,492,10,2,0,1,Germany,30,Female,77168.87,0,146700.22
15689294,705,3,1,1,0,Germany,44,Male,105934.96,0,0.0
15720910,560,9,1,1,1,France,66,Female,0.0,0,15928.49
15721181,611,6,2,1,0,Spain,46,Male,0.0,0,0.0
15776433,730,2,2,1,1,Spain,62,Male,0.0,0,186489.95
15748936,709,2,2,0,1,Spain,45,Female,0.0,0,0.0
15717225,544,10,2,1,0,France,21,Female,161525.96,0,0.0
15785611,752,3,1,1,1,Germany,38,Male,183102.29,0,0.0
15573456,648,9,2,1,0,Spain,46,Male,127209.0,1,0.0
15684548,556,8,2,0,0,Spain,38,Male,0.0,1,0.0
15620505,594,0,1,1,1,Spain,24,Female,97378.54,0,0.0
15807432,645,2,2,0,1,Germany,37,Female,136925.09,0,0.0
15584766,557,3,1,1,1,France,33,Male,54503.55,0,0.0
15612187,547,8,1,1,0,Germany,32,Male,155726.85,0,0.0
15762218,701,9,2,0,1,France,39,Female,0.0,0,0.0
15646372,616,1,1,1,0,France,66,Female,135842.41,1,0.0
15690452,605,1,1,1,0,France,52,Male,63349.75,0,108887.44
15747795,593,4,1,1,1,Germany,38,Female,129499.42,0,0.0
15781589,751,8,2,0,1,Spain,52,Male,0.0,0,179291.85
15732674,443,6,2,0,1,Spain,36,Male,70438.01,0,0.0
15692761,718,9,1,1,0,France,36,Male,0.0,0,0.0
15578045,538,9,1,0,0,Spain,49,Female,141434.04,1,173779.25
15745354,611,4,2,1,0,Spain,37,Female,0.0,0,0.0
15701376,668,10,2,1,1,Germany,37,Male,152958.29,0,0.0
15691625,537,3,1,1,0,Germany,41,Female,138306.34,0,0.0
15566594,709,10,2,0,0,Spain,23,Male,0.0,0,129590.18
15760431,850,1,2,1,1,France,38,Male,0.0,0,0.0
15686302,745,3,1,1,1,Spain,31,Female,124328.84,0,0.0
15801559,693,9,3,1,1,Germany,41,Female,181461.48,1,0.0
15810432,795,8,2,1,0,Spain,35,Male,0.0,0,167155.36
15809616,626,8,2,0,0,Spain,26,Male,0.0,0,0.0
15720559,487,5,1,0,0,Germany,61,Female,110368.03,1,0.0
15695632,556,9,1,1,1,France,39,Female,89588.35,0,0.0
15659843,643,6,2,0,0,France,46,Female,0.0,0,0.0
15615624,605,6,2,0,0,France,28,Female,0.0,0,0.0
15810418,756,3,1,1,0,Germany,60,Female,115924.89,1,0.0
15716186,586,2,2,1,0,France,38,Female,0.0,0,0.0
15674551,535,7,1,1,0,Germany,40,Male,111756.5,1,0.0
15622834,678,4,1,1,0,France,35,Female,0.0,0,0.0
15566111,596,9,1,1,0,France,39,Male,0.0,0,48963.59
15784597,648,9,1,1,0,France,26,Male,162923.85,0,98368.24
15806964,702,0,1,1,1,France,45,Male,80793.58,0,27474.81
15576313,486,9,1,1,0,Germany,40,Female,71340.09,0,0.0
15806467,568,1,1,0,0,Germany,40,Male,99282.63,1,0.0
15597602,619,3,1,1,1,Germany,57,Male,137946.39,1,0.0
15743040,724,2,2,0,1,Germany,41,Male,127892.57,0,0.0
15705521,548,0,1,1,0,Germany,33,Female,101084.36,0,0.0
15799384,683,8,1,0,0,France,33,Male,0.0,0,0.0
15693737,627,4,2,1,0,Germany,30,Female,79871.02,0,0.0
15624623,516,10,2,0,0,France,35,Male,104088.59,0,0.0
15783501,800,2,2,1,0,France,38,Female,168190.33,0,0.0
15690134,464,3,1,1,1,Germany,42,Female,85679.25,0,0.0
15782735,626,3,1,0,0,France,35,Female,0.0,0,0.0
15611088,790,9,2,1,0,France,31,Female,0.0,0,0.0
15672145,534,7,2,1,1,France,34,Female,121551.58,0,0.0
15732628,745,2,1,1,1,France,46,Male,-122220.19,0,0.0
15787470,553,3,1,0,0,Spain,47,Male,116528.15,1,0.0
15803406,748,1,1,0,1,France,26,Female,77780.29,0,0.0
15730460,722,2,1,0,0,France,37,Male,0.0,0,0.0
15644572,501,4,1,1,1,France,40,Male,125832.2,0,0.0
15694860,675,6,1,0,0,France,38,Female,68065.8,1,0.0
15658169,778,6,2,1,0,Spain,47,Female,127299.34,0,0.0
